Netzwerkforschung Sprecher,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst,SOFISwiki_instID
"Breidenstein, Georg",Uni Halle,Geschäftsführender Wissenschaftlicher Assistent,n,2000-2005,Martin-Luther-Universität Halle-Wittenberg,Zentrum für Schulforschung und Fragen der Lehrerbildung,Zentrum für Schul- und Bildungsforschung (Halle),18964
"Breidenstein, Georg",Uni Halle, Vertretung der Professur für Grundschulpädagogik (W3),n,2005-2007,Martin-Luther-Universität Halle-Wittenberg,Professur für Grundschulpädagogik (W3),Martin-Luther-Universität Halle-Wittenberg (Halle),13007
"Breidenstein, Georg",Uni Halle,Habilitation ,Fachbereich Erziehungswissenschaften,2006 /01,Martin-Luther-Universität Halle-Wittenberg,n,Martin-Luther-Universität Halle-Wittenberg (Halle),13007
"Breidenstein, Georg",Uni Halle," Ruf auf eine Professur für Schulpädagogik (W2);
Annahme des Rufs nach Braunschweig 2007/01",n,2006 /07,TU Braunschweig,Professur für Schulpädagogik (W2),"Technische Universität Braunschweig (Braunschweig)",3193
"Breidenstein, Georg",Uni Halle,Ruf auf eine Professur für Schulpädagogik (W2),n,2007/01,Universität Göttingen,n,"Georg-August-Universität Göttingen (Göttingen)",9292
"Breidenstein, Georg",Uni Halle,"Ruf auf eine Professur für Grundschulpädagogik (W3);
Annahme des Rufs",,2008/02,Martin-Luther-Universität Halle-Wittenberg, Professur für Grundschulpädagogik (W3),Martin-Luther-Universität Halle-Wittenberg (Halle),13007
"Breidenstein, Georg",Uni Halle,Professor ,Professor ,2008/04 -,Martin-Luther-Universität Halle-Wittenberg,Grundschulpädagogik,Martin-Luther-Universität Halle-Wittenberg (Halle),13007
"Bude, Heinz",Uni Kassel/Wikipedia,Studium,"Soziologie, Philosophie und Psychologie",1972-1978,Universität Tübingen,,Eberhard Karls Universität Tübingen (Tübingen),3349
"Bude, Heinz",Uni Kassel/Wikipedia,Studium,"Soziologie, Philosophie und Psychologie",1972-1978,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Bude, Heinz",Uni Kassel/Wikipedia,Wissenschaftlicher Mitarbeiter,,1978-1983,Freie Universität Berlin,Psychologisches Institut,FB Erziehungswissenschaft und Psychologie (Berlin),17725
"Bude, Heinz",Uni Kassel/Wikipedia,Projektmitarbeiter,,Zwischen 1978 und 1983,Freie Universität Berlin,Psychologisches Institut,FB Erziehungswissenschaft und Psychologie (Berlin),17725
"Bude, Heinz",Uni Kassel/Wikipedia,Habilitationsstipendiat,,Zwischen 1978 und 1983,Deutsche Forschungsgemeinschaft,,Deutsche Forschungsgemeinschaft (Bonn),9494
"Bude, Heinz",Uni Kassel/Wikipedia,Promotion,Dr. phil. Thema der Dissertation: Wirkungsgeschichte der Flakhelfer-Generation,1986,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Bude, Heinz",Uni Kassel/Wikipedia,Wissenschaftlicher Mitarbeiter,,1992-1997,Hamburger Institut für Sozialforschung,,Hamburger Institut für Sozialforschung (Hamburg),1448
"Bude, Heinz",Uni Kassel/Wikipedia,Habilitation,Thema: Herkunftsgeschichte der 68er-Generation,1994,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Bude, Heinz",Uni Kassel/Wikipedia,Visiting Scholar,European Studies,1996,Cornell University,,Cornell University Ithaca (Ithaca),9834
"Bude, Heinz",Uni Kassel/Wikipedia,Lehrstuhlvertretung,,Zwischen 1997 und 2000,Viadrina Universität,,Europa-Universität Viadrina (Frankfurt an der Oder),14074
"Bude, Heinz",Uni Kassel/Wikipedia,Lehrstuhlvertretung,,Zwischen 1997 und 2000,Freie Universität Berlin,,Freie Universität Berlin (Berlin),1255
"Bude, Heinz",Uni Kassel/Wikipedia,Leiter des Arbeitsbereiches,Gesellschaft der Bundesrepublik,1997-2000,Hamburger Institut für Sozialforschung,"Abteilung ""Die Gesellschaft der Bundesrepublik""",Hamburger Institut für Sozialforschung Arbeitsbereich Die Gesellschaft der Bundesrepublik (Hamburg),31879
"Bude, Heinz",Uni Kassel/Wikipedia,Professor,Makrosoziologie,2000-,Universität Kassel,Fachgebiet Makrosoziologie,Fachgruppe Soziologie Fachgebiet Makrosoziologie (Kassel),27249
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Bachelor ,Soziologie , 1999‒2003,"Universität Babes-Bolyai, Klausenburg",n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Bachelor , Englisch-Japanisch,2000‒2004 ,"Universität Babes-Bolyai, Klausenburg",n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Erasmus Stipendium,n,2002,"Université Marc Bloch, Strasbourg 2",n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Master ,Geschichte der Philosophie mit Schwerpunkt Phänomenologie , 2003‒2004,Université de Poitiers ,n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Master ,Geschichte der Philosophie mit Schwerpunkt Phänomenologie , 2003‒2004,Universität Babes-Bolyai,n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Master ,"Soziologie ;
Stipendiatin der französischen Regierung ",2004 -2005 ,Université Marc Bloch Strasbourg 2,n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Promotionsprojekt,n,2005‒2008,Université Marc Bloch Strasbourg 2,n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Forschungsaufenthalt,CIERA (Centre interdisciplinaire d’études et de recherches sur l’Allemagne) Stipendiums für die Promotion,2006,Universität Konstanz ,Alfred-Schütz-Gedächtnis-Archiv ,"Universität Konstanz (Konstanz)
",3332
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Forschungsaufenthalt,CIERA (Centre interdisciplinaire d’études et de recherches sur l’Allemagne) Stipendiums für die Promotion,2007,"Waseda University, Tokyo",Alfred Schütz Memorial Archive,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Dozentin (ATER),n,2008‒2009,Université Nancy 2, soziologische Fakultät ,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Promotion, bei Prof. Dr. Patrick Watier,2009,Université de Strasbourg, Fachbereich Soziologie ,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Master ,Anglistik mit Schwerpunkt britische Literaturwissenschaft,2009,Université de Strasbourg,n,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Dozentin (ATER),Profil „Psychologie und Soziologie der Behinderung“,2009‒2010,Université de Strasbourg,Fachbereich Sport,n,n
"Budnaru, Denisa",http://www.grk-erzaehlen.uni-freiburg.de/denisa-butnaru/,Wissenschaftliche Mitarbeiterin ,,2012‒2013 ,Universität Augsburg," DFG Projekt "" Soziologische Wissenskulturen“ ","Soziologische Wissenskulturen. Entstehung qualitativer Sozialforschung in der deutschen und französischen Soziologie seit den 1960er Jahren",20122071
"Bührmann, Andrea D.",Universität Göttingen,Studium,"Philosophie, Germanistik und Politik",1981-1984,Westfälische Wilhelms-Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Bührmann, Andrea D.",Universität Göttingen,Studium,"Soziologie, Philosophie und Politik ",1984-1988,Westfälische Wilhelms-Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Bührmann, Andrea D.",Universität Göttingen,Magisterexamen,Soziologie (Nebenfach Philosophie und Politik),1988,Westfälische Wilhelms-Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Bührmann, Andrea D.",Universität Göttingen,Wissenschaftliche Hilfskraft,,1989-1993,Westfälische Wilhelms-Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Bührmann, Andrea D.",Universität Göttingen,Promotion,Dr. phil. Soziologie (Nebenfach Philosophie und Politik),1995,Westfälische Wilhelms-Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Bührmann, Andrea D.",Universität Göttingen,Wissenschaftliche Mitarbeiterin,,1995-1999,Universität Paderborn,,Universität Paderborn (Paderborn),3357
"Bührmann, Andrea D.",Universität Göttingen,Habilitationsstipendiantin,,2000-2003,Deutsche Forschungsgemeinschaft,,Deutsche Forschungsgemeinschaft (Bonn),9494
"Bührmann, Andrea D.",Universität Göttingen,Habilitation,Allgemeine Soziologie,2003,Westfälische Wilhelms-Universität Münster,,Westfälische Wilhelms-Universität Münster (Münster),3340
"Bührmann, Andrea D.",Universität Göttingen,Vertretungsprofessur,Soziologie,2003-2006,Technische Unviersität Dortmund,Institut für Soziologie,Fachgebiet Soziologie (Dortmund),8715
"Bührmann, Andrea D.",Universität Göttingen,Sprecherin,"Forschungsschwerounkt ""Dynamik der Geschlechterkonstellationen""",2004-2006,Technische Unviersität Dortmund,,Technische Universität (Dortmund),3306
"Bührmann, Andrea D.",Universität Göttingen,Vertretungsprofessur,Soziologie,2007-2008,Ludwig-Maximilians-Universität ,Institut für Soziologie,Institut für Soziologie (München),8978
"Bührmann, Andrea D.",Universität Göttingen,apl. Professorin,Soziologie,2009-2011,Westfälische Wilhelms-Universität Münster,Insitut für Soziologie,Institut für Soziologie (Münster),8735
"Bührmann, Andrea D.",Universität Göttingen,Professorin,"Soziologie: ""Arbeit, Wissen und Sozialstruktur""",2011-2013,Georg-August-Universität Göttingen,Institut für Soziologie,Institut für Soziologie (Göttingen),8148
"Bührmann, Andrea D.",Universität Göttingen,Gastprofessorin,Intersektionalitätsstudien und ihre methodisch-methodologischen Herausforderungen,?,Universität Wien,,Universität Wien (Wien),3351
"Bührmann, Andrea D.",Universität Göttingen,Gastprofessorin,Gender Studies,?,Universität Salzburg,,Universität Salzburg (Salzburg),3346
"Bührmann, Andrea D.",Universität Göttingen,Direktorin,Diversitätsforschung,2013-,Georg-August-Universität Göttingen,Institut für Diversitätsforschung,Institut für Diversitätsforschung (Göttingen),727056
"Bührmann, Andrea D.",Universität Göttingen,Visiting Scholar,,2014,University of California,,University of California (Berkeley),3269
"Bührmann, Andrea D.",Universität Göttingen,Gastprofessorin,"Organisationsentwicklung, Gruppendynamik und Interventionsforschung",2015,Universität Klagenfurt,"Institut für Organisationsentwicklung, Gruppendynamik und Interventionsforschung",Universität Klagenfurt (Klagenfurt),3317
"Burkart, Günter",Uni Lüneburg,Promotion,n,1981,n,n,n,n
"Burkart, Günter",Uni Lüneburg,Habilitation,n,1994,Freie Universität Berlin,"n
",Freie Universität Berlin (Berlin),1255
"Burkart, Günter",Uni Lüneburg,Professur,Kultursoziologie,1998 - ,Universität Lüneburg,Kultursoziologie,"Institut für Soziologie Professur für Kultursoziologie – ISOZ
Fak. Kulturwissenschaften (Lüneburg)
Leuphana Universität Lüneburg (Lüneburg)",69873
"Burkart, Günter",Uni Lüneburg,Sprecher,Sektion Familiensoziologie in der DGS,2000 - 2008,DGS,Sektion Familiensoziologie,"Sektion Familiensoziologie
Deutsche Gesellschaft für Soziologie -DGS- (Essen)",727793
"Burzan, Nicole",wikipedia,Stuidum,Sozialwissenschaften,1990-1995,Ruhr-Universität Bochum,,Ruhr-Universität Bochum (Bochum),3301
"Burzan, Nicole",wikipedia,Wissenschaftliche Hilfskraft,Soziologie,1996-1998,Fernuniverisität Hagen,Institut für Soziologie,Institut für Soziologie (Hagen),20701
"Burzan, Nicole",wikipedia,Wissenschaftliche Mitarbeiterin,Allgemeine Soziologie,1998-2003,Fernuniverisität Hagen,Institut für Soziologie,Institut für Soziologie (Hagen),20701
"Burzan, Nicole",wikipedia,Promotion,Dr. rer. soc.,2002,Fernuniverisität Hagen,Institut für Soziologie,Institut für Soziologie (Hagen),20701
"Burzan, Nicole",wikipedia,Juniorprofessorin,,2003-2007,Fernuniversität Hagen,Sozialstrukturanalyse und empirische Methoden,Lehrstuhl für Angewandte Statistik und Methoden der empirischen Sozialforschung (Hagen),7263
"Burzan, Nicole",wikipedia,Vertretungsprofessur,,2005-2007,Technische Unviersität Dortmund,Institut für Soziologie,Fachgebiet Soziologie (Dortmund),8715
"Burzan, Nicole",wikipedia,Professorin,Soziologie Sozialer Ungleichheit,2007-,Technische Unviersität Dortmund,Institut für Soziologie,Fachgebiet Soziologie (Dortmund),8715
"Burzan, Nicole",wikipedia,Vorsitzende ,Deutsche Gesellschaft für Soziologie,2017/04-,Deutsche Gesellschaft für Soziologie,,Deutsche Gesellschaft für Soziologie -DGS- (Essen),9611
"Büttner, Kerstin",Ich habe leider keine Informationen zu einer Kerstin Büttner mit soziologischem (o.ä.) Hintergrund gefunden. Informationen beschränken sich auf Medizinerin(nen),,,,,,,
"Corsten, Michael",Uni Hildesheim,Studium ," Soziologie, Volkswirtschaftslehre, Wirtschafts-   und Sozialgeschichte und Philosophie ",1982-1989	,Universität Marburg,n,"Philipps-Universität Marburg (Marburg)",3338
"Corsten, Michael",Uni Hildesheim,Studium ," Soziologie, Volkswirtschaftslehre, Wirtschafts-   und Sozialgeschichte und Philosophie ",1982-1989	,Universität Bielefeld,n,"Universität Bielefeld (Bielefeld)",3300
"Corsten, Michael",Uni Hildesheim,Diplom ,Soziologie ,1988,Universität Marburg,"Fachbereich 3 ""Gesellschaftswissenschaften und Philosophie"" ","FB 03 Gesellschaftswissenschaften und Philosophie
Philipps-Universität Marburg (Marburg)",8803
"Corsten, Michael",Uni Hildesheim,Promotion ," Fachbereich ""Gesellschaftswissenschaften und Philosophie"" ",1991,Universität Marburg," Fachbereich ""Gesellschaftswissenschaften und Philosophie"" ","FB 03 Gesellschaftswissenschaften und Philosophie
Philipps-Universität Marburg (Marburg)",8803
"Corsten, Michael",Uni Hildesheim,Habilitation ,Fachbereich Philosophie und Sozialwissenschaften I ,1997,Freie Universität Berlin,Fachbereich Philosophie und Sozialwissenschaften I ,Freie Universität Berlin (Berlin),1255
"Corsten, Michael",Uni Hildesheim,Umhabilitation ,n,2002, FSU Jena,Fakultät für Sozial- und Verhaltenswissenschaften,"Fak. für Sozial- und Verhaltenswissenschaften
Friedrich-Schiller-Universität Jena (Jena)",13718
"Corsten, Michael",Uni Hildesheim,W2-Professur ,Beruflicher Werdegang,2008/05,Universität Hildesheim,n,"Stiftung Universität Hildesheim (Hildesheim)",1534
"Corsten, Michael",Uni Hildesheim,Ernennung zum Oberassistenten ,Beruflicher Werdegang,2004/09,Friedrich-Schiller-Universität Jena , Institut für Soziologie ,"Institut für Soziologie
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",14662
"Corsten, Michael",Uni Hildesheim,wiss. Mitarbeiter ,Beruflicher Werdegang,09/01-09/04	,Friedrich-Schiller-Universität Jena , SFB 580,"SFB 580 Gesellschaftliche Entwicklungen nach dem Systemumbruch - Diskontinuität, Tradition und Strukturbildung
Fak. für Sozial- und Verhaltenswissenschaften (Jena)
Friedrich-Schiller-Universität Jena (Jena)",25131
"Corsten, Michael",Uni Hildesheim,wiss. Mitarbeiter,Beruflicher Werdegang,08/00-08/01	,MPI für Bildungsforschung,"MPI für Bildungsforschung, 
DFG-Projekt
Tätigkeit im LV-Projekt zu den Bildungs- und Berufsverläufen der Kohorten 1964 und 1971",Max-Planck-Institut für Bildungsforschung (Berlin),2458
"Corsten, Michael",Uni Hildesheim,Weiterführung des DFG-Projekts ,Beruflicher Werdegang,09/99-7/00	,MPI für Bildungsforschung,"MPI für Bildungsforschung, 
DFG Projekt
Tätigkeit im LV-Projekt zu den Bildungs- und Berufsverläufen der Kohorten 1964 und 1971",Max-Planck-Institut für Bildungsforschung (Berlin),2458
"Corsten, Michael",Uni Hildesheim,Beurlaubung wg. Lehrstuhlvertretung ,Beruflicher Werdegang,04/99-08/99	,Gerhard-Mercator-Universität-GH Duisburg,C3 für Verwaltungssoziologie,"Institut für Soziologie
Fak. für Gesellschaftswissenschaften (Duisburg)
Universität Duisburg-Essen Campus Duisburg (Duisburg)",8579
"Corsten, Michael",Uni Hildesheim,wiss. Mitarbeiter,Beruflicher Werdegang,01/98-03/99	,MPI für Bildungsforschung,"MPI für Bildungsforschung, 
DFG Projekt
Koordination und Durchführung ;
„Milieus beruflicher Werdegänge“","Max-Planck-Institut für Bildungsforschung (Berlin
",2458
"Corsten, Michael",Uni Hildesheim,Habilitandenstipendiat ,Beruflicher Werdegang,01/96-12/97	, Deutschen Forschungsgemeinschaft,n,"Deutsche Forschungsgemeinschaft (Bonn)",9494
"Corsten, Michael",Uni Hildesheim,wiss. Mitarbeiter ,Beruflicher Werdegang,01/91-12/95	," Max-Planck-Institut für Bildungsforschung, Berlin","Forschungsbereich: ""Bildung, Arbeit und gesellschaftliche Entwicklung"" ","Max-Planck-Institut für Bildungsforschung (Berlin)
",2458
"Corsten, Michael",Uni Hildesheim,wiss. Mitarbeiter ,Beruflicher Werdegang,07/88-12/90	, Universität Marburg,"Institut für Soziologie;
 Lehrstuhl Allgemeine Soziologie","Institut für Soziologie Arbeitsbereich Allgemeine Soziologie
FB 03 Gesellschaftswissenschaften und Philosophie (Marburg)
Philipps-Universität Marburg (Marburg)",23516
"Dederichs, Anno",Uni Tübingen,Studium,Sinologie und Soziologie,2002-2010,Eberhard Karls Universität Tübingen,,Eberhard Karls Universität Tübingen (Tübingen),3349
"Dederichs, Anno",Uni Tübingen,Auslandsstudium,,2004,Peking University,,Beijing Normal University (Peking),726729
"Dederichs, Anno",Uni Tübingen,Auslandsstudium,,2006-2007,Nanjing University,,n,n
"Dederichs, Anno",Uni Tübingen,Magister Artium,Sinologie,2010,Eberhard Karls Universität Tübingen,,Eberhard Karls Universität Tübingen (Tübingen),3349
"Dederichs, Anno",Uni Tübingen,Wissenschaftlicher Mitarbeiter/Fachstudienberatung,,2010-,Eberhard Karls Universität Tübingen,Institut für Soziologie,Institut für Soziologie (Tübingen),8651
"Dederichs, Anno",Uni Tübingen,Promotion,"Titel der Dissertation: ""Kulturelle Differenzierung in deutsch-chinesischer Zusammenarbeit in Wirtschaftsunternehmen. Eine empirische Studie anhand von Leitfadeninterviews mit Entsandten deutscher und chinesicher Unternehmen.""",2011-2017,Eberhard Karls Universität Tübingen,Institut für Soziologie,Institut für Soziologie (Tübingen),8651
