,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst/Projekt,SOFISwiki_instID/Projekt-ID
"Baumert, Jürgen",http://www.leopoldina.org/fileadmin/redaktion/Mitglieder/CV_Baumert_Juergen.pdf,Einer der Leiter,Projekt „Schulleistungen”,1974 ‐ 1991 ,"Max‐Planck‐Institut für
Bildungsforschung in Berlin",Projekt „Schulleistungen”,Max-Planck-Institut für Bildungsforschung (Berlin),2458
"Baumert, Jürgen",http://www.leopoldina.org/fileadmin/redaktion/Mitglieder/CV_Baumert_Juergen.pdf,Deutscher Leiter der ersten PISA‐Studie  ,n,1998 ‐ 2000 ,PISA‐Studie  ,n,PISA (Programme for International Student Assessment),20000961
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Studium,Hauptfach Soziologie ,1962 - 1963 ,Universität Genf,n,Université de Genève (Genève),3256
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Studium,Soziologie,1963/07,n,n,n,n
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Studium,n,WS 1964/65,Universität Köln,n,Universität zu Köln (Köln),3327
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Studium,n,1965 - 1968 ,Universität Bern,n,Universität Bern (Bern),3299
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Lizentiat,"lic. rer. pol.;  Soziologie, theoretische und
praktische Nationalökonomie,
Betriebswirtschaftslehre, Sozial- und
Wirtschaftsgeschichte, Staatsrecht
(Prädikat: summa cum laude)",1968/05,Universität Bern,n,Universität Bern (Bern),3299
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Promotion, Dr. rer. pol,1972/02,Universität Bern,n,Universität Bern (Bern),3299
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Habilitation,Soziologie,1977/02,Universität Konstanz,n,Universität Konstanz (Konstanz),3332
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Wiss. Assistent, Fachgruppe Soziologie ,1971/06-1977,Universität Konstanz,Fachgruppe Soziologie ,"FB Geschichte und Soziologie
Geisteswissenschaftliche Sektion (Konstanz)
Universität Konstanz (Konstanz)",70917
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Professor (AH 5/C 3),Soziologie,1977/04-1985,Freie Universität Berlin,n,Freie Universität Berlin (Berlin),1255
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,"Member, Institute for Advanced Study",n,1984 - 1985 ,"Princeton
",Institute for Advanced Study,Princeton University (Princeton),2624
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Professor (C 4),Soziologie,1985/08-2007,Freie Universität Berlin,n,Freie Universität Berlin (Berlin),1255
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Visiting Professor,n,1989/01-06, Harvard University,n,Harvard University Cambridge (Cambridge),1473
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Fellow,n,1995 - 1996,Collegium Budapest,n,aufgelöst,n
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Visiting Scholar,n,1999/10-12,"University of North Carolina, Chapel
Hill
",n,University of North Carolina at Chapel Hill (Chapel Hill),3280
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Visiting Scholar,n,2000/01-03,"University of California, Berkeley
",n,University of California Berkeley (Berkeley),3269
"Kohli, Martin",http://www.eui.eu/Documents/DepartmentsCentres/SPS/Profiles/Kohli/Kohli-Lebenslauf2015.pdf,Professor,Soziologie,2004 - 2012 ,"European University Institute,
San Domenico di Fiesole (Florenz)
",n,European University Institute (San Domenico di Fiesole),254
"Brosius, Hans-Bernd",Uni München,Studium,"Psychologie, Philosophie, Pädagogik,
 Medizin ",1976-1980,Westfälische Wilhelms-Universität Münster,n,Westfälische Wilhelms-Universität Münster (Münster),3340
"Brosius, Hans-Bernd",Uni München,Promotion,Dr. phil.,1983,Westfälische Wilhelms-Universität Münster,Philosophische Fakultät,"Philosophisches Seminar
FB 08 Geschichte, Philosophie (Münster)
Westfälische Wilhelms-Universität Münster (Münster)",8942
"Brosius, Hans-Bernd",Uni München,Projektmitarbeiter,n,1983-1988,"Johannes GutenbergUniversität
Mainz",Institut für Publizistik,"Institut für Publizistik
FB 02 Sozialwissenschaften, Medien und Sport (Mainz)
Johannes Gutenberg-Universität Mainz (Mainz)",9267
"Brosius, Hans-Bernd",Uni München,Hochschulassistent,n,1990-1994,"Johannes
Gutenberg-Universität Mainz",Institut für Publizistik,"Institut für Publizistik
FB 02 Sozialwissenschaften, Medien und Sport (Mainz)
Johannes Gutenberg-Universität Mainz (Mainz)",9267
"Brosius, Hans-Bernd",Uni München,Habilitation,Venia Legendi: Publizistikwissenschaft,1994,"Johannes
Gutenberg-Universität Mainz",Fachbereich 12 Sozialwissenschaften ,Johannes Gutenberg-Universität Mainz (Mainz),3336
"Brosius, Hans-Bernd",Uni München,Professor,n,1996-,Universität München,Institut für Kommunikationswissenschaft,"Institut für Kommunikationswissenschaft und Medienforschung – IfKW
Sozialwissenschaftliche Fakultät (München)
Ludwig-Maximilians-Universität München (München)",6361
"Brosius, Hans-Bernd",Uni München,Vorsitzender der Deutschen Gesellschaft für Publizistik- und Kommunikationswissenschaft (DGPuK),n,1998-2002,Vorsitzender der Deutschen Gesellschaft für Publizistik- und Kommunikationswissenschaft (DGPuK),n,Deutsche Gesellschaft für Publizistik- und Kommunikationswissenschaft e.V. (Mainz),23308
"Brosius, Hans-Bernd",Uni München,Leitung,n,1995-2004,"Medien Institut Ludwigshafen, eine Einrichtung der angewandten Medienforschung",n,n,n
"Brosius, Hans-Bernd",Uni München,Dekan,Sozialwissenschaftliche Fakultät,2001,Universität München,Sozialwissenschaftliche Fakultät,"Sozialwissenschaftliche Fakultät
Ludwig-Maximilians-Universität München (München)",8390
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Studium," Erziehungswissenschaft, Soziologie, Germanistik und Kunsterziehung",1972-1977,Universität Marburg,n,Philipps-Universität Marburg (Marburg),3338
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Studium," Erziehungswissenschaft, Soziologie, Germanistik und Kunsterziehung",1972-1977,Universität Gießen,n,Justus-Liebig-Universität Gießen (Gießen),3320
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Wiss. Hilfskraft,n,1977-1980,Universität/Gesamthochschule Essen,n,Universität Duisburg-Essen Campus Essen (Essen),26398
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Wiss. Mitarbeiter,n,1980-1984,Universität/Gesamthochschule Essen,"DFG-Forschungsprojekt ""Zum Selbstbild Jugendlicher in Schule und Subkultur""",Universität Duisburg-Essen Campus Essen (Essen),26398
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Wiss. Mitarbeiter ,n,1986-1988, Institut für Jugendforschung (Essen)," Forschungs- und Ausstellungsprojekt ""Land der Hoffnung - Land der Krise: Jugendkulturen im Ruhrgebiet von 1900 bis 1987",n,n
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Promotion,n,1988,Philipps-Universität Marburg ,n,Philipps-Universität Marburg (Marburg),3338
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Wiss. Mitarbeiter,n,"1988 -1992
",Johann-Wolfgang-von-Goethe-Universität Frankfurt a.M,"Fachbereich Gesellschaftswissenschaften, Abteilung Sozialisation/Bildungssoziologie ","FB 03 Gesellschaftswissenschaften
Universität Frankfurt (Frankfurt am Main)
Goethe-Universität Frankfurt (Frankfurt am Main)",8797
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Gastdozent ,n,1992 -1994,Päd. Hochschule Halle-Köthen/Martin-Luther-Universität Halle-Wittenberg,Fachbereich Erziehungswissenschaft,"Philosophische Fakultät III Erziehungswissenschaften
Universität Halle-Wittenberg (Halle)
Martin-Luther-Universität Halle-Wittenberg (Halle)",30957
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Habilitation ,n,1994,Universität/Gesamthochschule Essen,Fachbereich Erziehungswissenschaft,"Institut für Pädagogik Lehrstuhl für Erziehungswissenschaft, Allgemeine Didaktik
Fak. für Bildungswissenschaften (Essen)
Universität Duisburg-Essen Campus Essen (Essen)",31930
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Geschäftsführender Leiter ,n,1994 -1995,Martin-Luther-Universität Halle-Wittenberg,Zentrum für Schulforschung und Fragen der Lehrerbildung (ZSL),"Zentrum für Schul- und Bildungsforschung – ZSB
Martin-Luther-Universität Halle-Wittenberg (Halle)",18964
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Professor ,Erziehungswissenschaft ,1995 -1999,Johannes-Gutenberg-Universität Mainz,Erziehungswissenschaft Schwerpunkt Schulpädagogik ,"Institut für Erziehungswissenschaft Arbeitsgruppe Schulpädagogik
FB 02 Sozialwissenschaften, Medien und Sport (Mainz)
Johannes Gutenberg-Universität Mainz (Mainz)",727069
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Professor ,Schulforschung/Allgemeine Didaktik,1999/10-,Martin-Luther-Universität Halle-Wittenberg,Philosophischen Fakultät III - Erziehungswissenschaften ,"Philosophische Fakultät III Erziehungswissenschaften
Universität Halle-Wittenberg (Halle)
Martin-Luther-Universität Halle-Wittenberg (Halle)",30957
"Helsper, Werner",https://forschung-sachsen-anhalt.de/pl/helsper-69521,Geschäftsführender Direktor,n,2001-2007,Martin-Luther-Universität Halle-Wittenberg,"""Zentrum für Schulforschung und Fragen der Lehrerbildung"" (ZSL) ","Zentrum für Schul- und Bildungsforschung – ZSB
Martin-Luther-Universität Halle-Wittenberg (Halle)",18964
"Kraus, Christian",Person nicht identifizierbar,,,,,,,
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Studium ,"Pädagogik, Erwachsenenbildung , Berufspädagogik",n,n,n,n,n
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Wissenschaftlicher Assistent,n,n,n,n,n,n
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Promotion,n,1983,Universität Heidelberg,n,Universität Heidelberg (Heidelberg),3324
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Mitarbeiter internationale Erwachsenenbildungseinrichtung,Weiterbildung von Fach- und Führungskräften von Berufsbildungseinrichtungen in Entwicklungsländern,1984 -1989 ,n,n,n,n
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Habilitation,Fachbereich Erziehungs- und Sozialwissenschaften,1987,Fern-Universität Hagen,Fachbereich Erziehungs- und Sozialwissenschaften,Fernuniversität Hagen (Hagen),1098
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/, Ruf an die Universität Kaiserslautern,n,1990-,Universität Kaiserslautern,"Lehrstuhls für Pädagogik, insbesondere Berufs- und Erwachsenenpädagogik",Technische Universität Kaiserslautern (Kaiserslautern),3328
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Aufbau und Leitung,Zentrum für Fernstudien und Universitäre Weiterbildung,1992 -,Universität Kaiserslautern,Zentrum für Fernstudien und Universitäre Weiterbildung,Technische Universität Kaiserslautern (Kaiserslautern),3328
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Wissenschaftlicher Direktor ,n,2007 -,Universität Kaiserslautern,Distance Independant Studies Center (DISC),Technische Universität Kaiserslautern (Kaiserslautern),3328
"Arnold, Rolf",https://www.sowi.uni-kl.de/berufs-und-erwachsenenpaedagogik/team/arnold/,Ehrendoktorwürde ,n,2017,Universitatea de Vest in Temeswar (Rumänien),n,n,n
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf,Redaktionsvolontariat,"Redakteurspatent",1970 - 1974," 'Schwarzwälder Bote', Oberndorf a.N.",n,n,n
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Freitätiger Publizist,n,1983 -1984,n,n,n,n
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Integriertes Sozialwissenschaftliches Grundstudium,n,1971 - 1972, Universität Konstanz ,n,Universität Konstanz (Konstanz),3332
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf,Studium,"Soziologie, Politikwissenschaft und Philosophie",1974 - 1978,"Universität Konstanz",n,Universität Konstanz (Konstanz),3332
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Magister Artium, Soziologie und Politikwissenschaft,1978,"Universität Konstanz",n,Universität Konstanz (Konstanz),3332
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf,Promotion,Dr. rer. pol.,1987,Universität Bamberg,Fakultät Sozial- und Wirtschaftswissenschaften,"Fak. Sozial- und Wirtschaftswissenschaften – SoWi
Otto-Friedrich-Universität Bamberg (Bamberg)",3867
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf,Habilitation,Soziologie,1995,Freien Universität Berlin , Fachbereich Philosophie und Sozialwissenschaften I,Freie Universität Berlin (Berlin),1255
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Geprüfte wissenschaftliche Hilfskraft,n,1979/01 -1982/04,Universität Konstanz," Lehrstuhl 'Kultur,
Kommunikation und Methodologie' (Luckmann)","Universität Konstanz (Konstanz)

",3332
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Wissenschaftlicher Mitarbeiter,n,1982/05 - 1984/12, Universität Bamberg,Arbeitsbereich 'Sozialstruktur der Bundesrepublik Deutschland' ,Otto-Friedrich-Universität Bamberg (Bamberg),3295
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Wissenschaftlicher Mitarbeiter,n,1985/01 - 1989/04, Universität zu Köln," Forschungsinstitut für Soziologie
(Neidhardt)","Forschungsinstitut für Soziologie
Wirtschafts- und Sozialwissenschaftliche Fakultät (Köln)
Universität zu Köln (Köln)",728484
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Wissenschaftlicher Assistent,n,1989/05- 1992/03,"Universität Bamberg", Lehrstuhl Soziologie II (Beck),"Lehrstuhl für Soziologie II
Fak. Sozial- und Wirtschaftswissenschaften (Bamberg)
Otto-Friedrich-Universität Bamberg (Bamberg)",7506
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Wissenschaftlicher Assistent,n,1992/04 -1995/04, LMU München , Lehrstuhl II (Lehrstuhl Beck)des Instituts für Soziologie,"Institut für Soziologie Lehrstuhl Prof. Dr. Beck
Sozialwissenschaftliche Fakultät (München)
Ludwig-Maximilians-Universität München (München)",726087
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Vertreter einer C3-Professur,n,1995/05-09, LMU München, Institut für Soziologie,"Institut für Soziologie
Sozialwissenschaftliche Fakultät (München)
Ludwig-Maximilians-Universität München (München)",8978
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Vertreter des Lehrstuhls II ,n,1995/10 -1996/03, LMU München, Lehrstuhl II (Lehrstuhl Beck)des Instituts für Soziologie,"Institut für Soziologie Lehrstuhl Prof. Dr. Beck
Sozialwissenschaftliche Fakultät (München)
Ludwig-Maximilians-Universität München (München)",726087
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Vertreter des Lehrstuhls I ,n,1996/04 -1997/03, LMU München," Lehrstuhls I (Lehrstuhl Walter Bühl, Nachfolger Armin Nassehi) am Institut für Soziologie","Institut für Soziologie Lehrstuhl Prof. Dr. Nassehi
Sozialwissenschaftliche Fakultät (München)
Ludwig-Maximilians-Universität München (München)",23539
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Ruf auf die Professur (C3),"Soziologie mit dem Schwerpunkt Methoden der
empirischen Sozialforschung",1997-,RWTH Aachen,"Soziologie mit dem Schwerpunkt Methoden der
empirischen Sozialforschung","Rheinisch-Westfälische Technische Hochschule Aachen (Aachen)

",3189
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Professor (C4) für Allgemeine Soziologie ," Fachbereich 14
(Gesellschaftswissenschaften, Philosophie und Theologie)",1997/04-2000/09,"Technischen Universität Dortmund
"," Fachbereich 14
(Gesellschaftswissenschaften, Philosophie und Theologie)","Fak. 14 Humanwissenschaften und Theologie
Technische Universität Dortmund (Dortmund)",26960
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Professor (C4) für Allgemeine Soziologie , Fakultät 12 (Erziehungswissenschaft und Soziologie) ,2000/10-,"Technischen Universität Dortmund", Fakultät 12 (Erziehungswissenschaft und Soziologie) ,"Fak. 12 Erziehungswissenschaft und Soziologie
Technische Universität Dortmund (Dortmund)",23942
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf, Professor (C4) für Allgemeine Soziologie ," Zweitmitgliedschaft (Lehrbefugnis und Prüfungsberechtigung)
in der Fakultät 11 (Fakultät Wirtschafts- und Sozialwissenschaften)",SS 2005-,"Technischen Universität Dortmund", Fakultät 11 (Fakultät Wirtschafts- und Sozialwissenschaften),"Wirtschafts- und Sozialwissenschaftliche Fakultät
Technische Universität Dortmund (Dortmund)",9311
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf,Gastprofessor,"Soziologie
an der Kulturwissenschaftlichen Abteilung",2008/08,"Universität St. Gallen
","Soziologie
an der Kulturwissenschaftlichen Abteilung","Universität St. Gallen (St. Gallen)

",18203
"Hitzler, Ronald",http://www.hitzler-soziologie.de/pdf/Lebenslaeufe/Ronald%20Hitzler%20-%20Lebenslauf.pdf,Otto von Freising-Gastprofessor,n,SS 2010," Katholischen Universität EichstättIngolstadt
",Otto von Freising-Gastprofessor,"Katholische Universität Eichstätt-Ingolstadt (Eichstätt)

",26887
